"CIDADE","UF"
"RIBAS DO RIO PARDO","MATO GROSSO DO SUL"
"RIBEIRA DO AMPARO","BAHIA"
"RIBEIRA DO PIAUI","PIAUI"
"RIBEIRA DO POMBAL","BAHIA"
"RIBEIRAO BONITO","SAO PAULO"
"RIBEIRAO BRANCO","SAO PAULO"
"RIBEIRAO CASCALHEIRA","MATO GROSSO"
"RIBEIRAO CLARO","PARANA"
"RIBEIRAO CORRENTE","SAO PAULO"
"RIBEIRAO DAS NEVES","MINAS GERAIS"
"RIBEIRAO DO LARGO","BAHIA"
"RIBEIRAO DO PINHAL","PARANA"
"RIBEIRAO DOS INDIOS","SAO PAULO"
"RIBEIRAO DO SUL","SAO PAULO"
"RIBEIRAO GRANDE","SAO PAULO"
"RIBEIRAO PIRES","SAO PAULO"
"RIBEIRAO PRETO","SAO PAULO"
"RIBEIRAO","PERNAMBUCO"
"RIBEIRAO VERMELHO","MINAS GERAIS"
"RIBEIRAOZINHO","MATO GROSSO"
"RIBEIRA","SAO PAULO"
"RIBEIRO GONCALVES","PIAUI"
"RIBEIROPOLIS","SERGIPE"
"RIFAINA","SAO PAULO"
"RINCAO","SAO PAULO"
"RINOPOLIS","SAO PAULO"
"RIO ACIMA","MINAS GERAIS"
"RIO AZUL","PARANA"
"RIO BANANAL","ESPIRITO SANTO"
"RIO BOM","PARANA"
"RIO BONITO DO IGUACU","PARANA"
"RIO BONITO","RIO DE JANEIRO"
"RIO BRANCO DO IVAI","PARANA"
"RIO BRANCO DO SUL","PARANA"
"RIO BRANCO","ACRE"
"RIO BRANCO","MATO GROSSO"
"RIO BRILHANTE","MATO GROSSO DO SUL"
"RIO CASCA","MINAS GERAIS"
"RIO CLARO","RIO DE JANEIRO"
"RIO CLARO","SAO PAULO"
"RIO CRESPO","RONDONIA"
"RIO DA CONCEICAO","TOCANTINS"
"RIO DAS ANTAS","SANTA CATARINA"
"RIO DAS FLORES","RIO DE JANEIRO"
"RIO DAS OSTRAS","RIO DE JANEIRO"
"RIO DAS PEDRAS","SAO PAULO"
"RIO DE CONTAS","BAHIA"
"RIO DE JANEIRO","RIO DE JANEIRO"
"RIO DO ANTONIO","BAHIA"
"RIO DO CAMPO","SANTA CATARINA"
"RIO DOCE","MINAS GERAIS"
"RIO DO FOGO","RIO GRANDE DO NORTE"
"RIO DO OESTE","SANTA CATARINA"
"RIO DO PIRES","BAHIA"
"RIO DO PRADO","MINAS GERAIS"
"RIO DOS BOIS","TOCANTINS"
"RIO DOS CEDROS","SANTA CATARINA"
"RIO DOS INDIOS","RIO GRANDE DO SUL"
"RIO DO SUL","SANTA CATARINA"
"RIO ESPERA","MINAS GERAIS"
"RIO FORMOSO","PERNAMBUCO"
"RIO FORTUNA","SANTA CATARINA"
"RIO GRANDE DA SERRA","SAO PAULO"
"RIO GRANDE DO PIAUI","PIAUI"
"RIO GRANDE","RIO GRANDE DO SUL"
"RIOLANDIA","SAO PAULO"
"RIO LARGO","ALAGOAS"
"RIO MANSO","MINAS GERAIS"
"RIO MARIA","PARA"
"RIO NEGRINHO","SANTA CATARINA"
"RIO NEGRO","MATO GROSSO DO SUL"
"RIO NEGRO","PARANA"
"RIO NOVO DO SUL","ESPIRITO SANTO"
"RIO NOVO","MINAS GERAIS"
"RIO PARANAIBA","MINAS GERAIS"
"RIO PARDO DE MINAS","MINAS GERAIS"
"RIO PARDO","RIO GRANDE DO SUL"
"RIO PIRACICABA","MINAS GERAIS"
"RIO POMBA","MINAS GERAIS"
"RIO PRETO DA EVA","AMAZONAS"
"RIO PRETO","MINAS GERAIS"
"RIO QUENTE","GOIAS"
"RIO REAL","BAHIA"
"RIO RUFINO","SANTA CATARINA"
"RIO SONO","TOCANTINS"
"RIO TINTO","PARAIBA"
"RIO VERDE DE MATO GROSSO","MATO GROSSO DO SUL"
"RIO VERDE","GOIAS"
"RIO VERMELHO","MINAS GERAIS"
"RIOZINHO","RIO GRANDE DO SUL"
"RIQUEZA","SANTA CATARINA"
"RITAPOLIS","MINAS GERAIS"
"RIVERSUL","SAO PAULO"
"ROCA SALES","RIO GRANDE DO SUL"
"ROCHEDO DE MINAS","MINAS GERAIS"
"ROCHEDO","MATO GROSSO DO SUL"
"RODEIO BONITO","RIO GRANDE DO SUL"
"RODEIO","SANTA CATARINA"
"RODEIRO","MINAS GERAIS"
"RODELAS","BAHIA"
"RODOLFO FERNANDES","RIO GRANDE DO NORTE"
"RODRIGUES ALVES","ACRE"
"ROLADOR","RIO GRANDE DO SUL"
"ROLANDIA","PARANA"
"ROLANTE","RIO GRANDE DO SUL"
"ROLIM DE MOURA","RONDONIA"
"ROMARIA","MINAS GERAIS"
"ROMELANDIA","SANTA CATARINA"
"RONCADOR","PARANA"
"RONDA ALTA","RIO GRANDE DO SUL"
"RONDINHA","RIO GRANDE DO SUL"
"RONDOLANDIA","MATO GROSSO"
"RONDON DO PARA","PARA"
"RONDONOPOLIS","MATO GROSSO"
"RONDON","PARANA"
"ROQUE GONZALES","RIO GRANDE DO SUL"
"RORAINOPOLIS","RORAIMA"
"ROSANA","SAO PAULO"
"ROSARIO DA LIMEIRA","MINAS GERAIS"
"ROSARIO DO CATETE","SERGIPE"
"ROSARIO DO IVAI","PARANA"
"ROSARIO DO SUL","RIO GRANDE DO SUL"
"ROSARIO OESTE","MATO GROSSO"
"ROSARIO","MARANHAO"
"ROSEIRA","SAO PAULO"
"ROTEIRO","ALAGOAS"
"RUBELITA","MINAS GERAIS"
"RUBIACEA","SAO PAULO"
"RUBIATABA","GOIAS"
"RUBIM","MINAS GERAIS"
"RUBINEIA","SAO PAULO"
"RUROPOLIS","PARA"
"RUSSAS","CEARA"
"RUY BARBOSA","BAHIA"
"RUY BARBOSA","RIO GRANDE DO NORTE"
"SABARA","MINAS GERAIS"
"SABAUDIA","PARANA"
"SABINOPOLIS","MINAS GERAIS"
"SABINO","SAO PAULO"
"SABOEIRO","CEARA"
"SACRAMENTO","MINAS GERAIS"
"SAGRADA FAMILIA","RIO GRANDE DO SUL"
"SAGRES","SAO PAULO"
"SAIRE","PERNAMBUCO"
"SALDANHA MARINHO","RIO GRANDE DO SUL"
"SALES OLIVEIRA","SAO PAULO"
"SALESOPOLIS","SAO PAULO"
"SALES","SAO PAULO"
"SALETE","SANTA CATARINA"
"SALGADINHO","PARAIBA"
"SALGADINHO","PERNAMBUCO"
"SALGADO DE SAO FELIX","PARAIBA"
"SALGADO FILHO","PARANA"
"SALGADO","SERGIPE"
"SALGUEIRO","PERNAMBUCO"
"SALINAS DA MARGARIDA","BAHIA"
"SALINAS","MINAS GERAIS"
"SALINOPOLIS","PARA"
"SALITRE","CEARA"
"SALMOURAO","SAO PAULO"
"SALOA","PERNAMBUCO"
"SALTINHO","SANTA CATARINA"
"SALTINHO","SAO PAULO"
"SALTO DA DIVISA","MINAS GERAIS"
"SALTO DE PIRAPORA","SAO PAULO"
"SALTO DO CEU","MATO GROSSO"
"SALTO DO ITARARE","PARANA"
"SALTO DO JACUI","RIO GRANDE DO SUL"
"SALTO DO LONTRA","PARANA"
"SALTO GRANDE","SAO PAULO"
"SALTO","SAO PAULO"
"SALTO VELOSO","SANTA CATARINA"
"SALVADOR DAS MISSOES","RIO GRANDE DO SUL"
"SALVADOR DO SUL","RIO GRANDE DO SUL"
"SALVADOR","BAHIA"
"SALVATERRA","PARA"
"SAMBAIBA","MARANHAO"
"SAMPAIO","TOCANTINS"
"SANANDUVA","RIO GRANDE DO SUL"
"SANCLERLANDIA","GOIAS"
"SANDOLANDIA","TOCANTINS"
"SANDOVALINA","SAO PAULO"
"SANGAO","SANTA CATARINA"
"SANHARO","PERNAMBUCO"
"SANTA ADELIA","SAO PAULO"
"SANTA ALBERTINA","SAO PAULO"
"SANTA AMELIA","PARANA"
"SANTA BARBARA DE GOIAS","GOIAS"
"SANTA BARBARA D""OESTE","SAO PAULO"
"SANTA BARBARA DO LESTE","MINAS GERAIS"
"SANTA BARBARA DO MONTE VERDE","MINAS GERAIS"
"SANTA BARBARA DO PARA","PARA"
"SANTA BARBARA DO SUL","RIO GRANDE DO SUL"
"SANTA BARBARA DO TUGURIO","MINAS GERAIS"
"SANTA BARBARA","BAHIA"
"SANTA BARBARA","MINAS GERAIS"
"SANTA BRANCA","SAO PAULO"
"SANTA BRIGIDA","BAHIA"
"SANTA CARMEM","MATO GROSSO"
"SANTA CECILIA DO PAVAO","PARANA"
"SANTA CECILIA DO SUL","RIO GRANDE DO SUL"
"SANTA CECILIA","PARAIBA"
"SANTA CECILIA","SANTA CATARINA"
"SANTA CLARA D""OESTE","SAO PAULO"
"SANTA CLARA DO SUL","RIO GRANDE DO SUL"
"SANTA CRUZ CABRALIA","BAHIA"
"SANTA CRUZ DA BAIXA VERDE","PERNAMBUCO"
"SANTA CRUZ DA CONCEICAO","SAO PAULO"
"SANTA CRUZ DA ESPERANCA","SAO PAULO"
"SANTA CRUZ DAS PALMEIRAS","SAO PAULO"
"SANTA CRUZ DA VITORIA","BAHIA"
"SANTA CRUZ DE GOIAS","GOIAS"
"SANTA CRUZ DE MINAS","MINAS GERAIS"
"SANTA CRUZ DE MONTE CASTELO","PARANA"
"SANTA CRUZ DE SALINAS","MINAS GERAIS"
"SANTA CRUZ DO ARARI","PARA"
"SANTA CRUZ DO CAPIBARIBE","PERNAMBUCO"
"SANTA CRUZ DO ESCALVADO","MINAS GERAIS"
"SANTA CRUZ DO PIAUI","PIAUI"
"SANTA CRUZ DO RIO PARDO","SAO PAULO"
"SANTA CRUZ DOS MILAGRES","PIAUI"
"SANTA CRUZ DO SUL","RIO GRANDE DO SUL"
"SANTA CRUZ DO XINGU","MATO GROSSO"
"SANTA CRUZ","PARAIBA"
"SANTA CRUZ","PERNAMBUCO"
"SANTA CRUZ","RIO GRANDE DO NORTE"
"SANTA EFIGENIA DE MINAS","MINAS GERAIS"
"SANTA ERNESTINA","SAO PAULO"
"SANTA FE DE GOIAS","GOIAS"
"SANTA FE DE MINAS","MINAS GERAIS"
"SANTA FE DO ARAGUAIA","TOCANTINS"
"SANTA FE DO SUL","SAO PAULO"
"SANTA FE","PARANA"
"SANTA FILOMENA DO MARANHAO","MARANHAO"
"SANTA FILOMENA","PERNAMBUCO"
"SANTA FILOMENA","PIAUI"
"SANTA GERTRUDES","SAO PAULO"
"SANTA HELENA DE GOIAS","GOIAS"
"SANTA HELENA DE MINAS","MINAS GERAIS"
"SANTA HELENA","MARANHAO"
"SANTA HELENA","PARAIBA"
"SANTA HELENA","PARANA"
"SANTA HELENA","SANTA CATARINA"
"SANTA INES","BAHIA"
"SANTA INES","MARANHAO"
"SANTA INES","PARAIBA"
"SANTA INES","PARANA"
"SANTA ISABEL DO IVAI","PARANA"
"SANTA ISABEL DO PARA","PARA"
"SANTA ISABEL DO RIO NEGRO","AMAZONAS"
"SANTA ISABEL","GOIAS"
"SANTA ISABEL","SAO PAULO"
"SANTA IZABEL DO OESTE","PARANA"
"SANTA JULIANA","MINAS GERAIS"
"SANTA LEOPOLDINA","ESPIRITO SANTO"
"SANTA LUCIA","PARANA"
"SANTA LUCIA","SAO PAULO"
"SANTA LUZIA D""OESTE","RONDONIA"
"SANTA LUZIA DO ITANHY","SERGIPE"
"SANTA LUZIA DO NORTE","ALAGOAS"
"SANTA LUZIA DO PARA","PARA"
"SANTA LUZIA DO PARUA","MARANHAO"
"SANTA LUZIA","BAHIA"
"SANTA LUZIA","MARANHAO"
"SANTA LUZIA","MINAS GERAIS"
"SANTA LUZIA","PARAIBA"
"SANTALUZ","BAHIA"
"SANTA LUZ","PIAUI"
"SANTA MARGARIDA DO SUL","RIO GRANDE DO SUL"
"SANTA MARGARIDA","MINAS GERAIS"
"SANTA MARIA DA BOA VISTA","PERNAMBUCO"
"SANTA MARIA DAS BARREIRAS","PARA"
"SANTA MARIA DA SERRA","SAO PAULO"
"SANTA MARIA DA VITORIA","BAHIA"
"SANTA MARIA DE ITABIRA","MINAS GERAIS"
"SANTA MARIA DE JETIBA","ESPIRITO SANTO"
"SANTA MARIA DO CAMBUCA","PERNAMBUCO"
"SANTA MARIA DO HERVAL","RIO GRANDE DO SUL"
"SANTA MARIA DO OESTE","PARANA"
"SANTA MARIA DO PARA","PARA"
"SANTA MARIA DO SALTO","MINAS GERAIS"
"SANTA MARIA DO SUACUI","MINAS GERAIS"
"SANTA MARIA DO TOCANTINS","TOCANTINS"
"SANTA MARIA MADALENA","RIO DE JANEIRO"
"SANTA MARIANA","PARANA"
"SANTA MARIA","RIO GRANDE DO NORTE"
"SANTA MARIA","RIO GRANDE DO SUL"
"SANTA MERCEDES","SAO PAULO"
"SANTA MONICA","PARANA"
"SANTANA DA BOA VISTA","RIO GRANDE DO SUL"
"SANTANA DA PONTE PENSA","SAO PAULO"
"SANTANA DA VARGEM","MINAS GERAIS"
"SANTANA DE CATAGUASES","MINAS GERAIS"
"SANTANA DE MANGUEIRA","PARAIBA"
"SANTANA DE PARNAIBA","SAO PAULO"
"SANTANA DE PIRAPAMA","MINAS GERAIS"
"SANTANA DO ACARAU","CEARA"
"SANTANA DO ARAGUAIA","PARA"
"SANTANA DO CARIRI","CEARA"
"SANTANA DO DESERTO","MINAS GERAIS"
"SANTANA DO GARAMBEU","MINAS GERAIS"
"SANTANA DO IPANEMA","ALAGOAS"
"SANTANA DO ITARARE","PARANA"
"SANTANA DO JACARE","MINAS GERAIS"
"SANT""ANA DO LIVRAMENTO","RIO GRANDE DO SUL"
"SANTANA DO MANHUACU","MINAS GERAIS"
"SANTANA DO MARANHAO","MARANHAO"
"SANTANA DO MATOS","RIO GRANDE DO NORTE"
"SANTANA DO MUNDAU","ALAGOAS"
"SANTANA DO PARAISO","MINAS GERAIS"
"SANTANA DO PIAUI","PIAUI"
"SANTANA DO RIACHO","MINAS GERAIS"
"SANTANA DO SAO FRANCISCO","SERGIPE"
"SANTANA DO SERIDO","RIO GRANDE DO NORTE"
"SANTANA DOS GARROTES","PARAIBA"
"SANTANA DOS MONTES","MINAS GERAIS"
"SANTANA","AMAPA"
"SANTANA","BAHIA"
"SANTANOPOLIS","BAHIA"
"SANTA QUITERIA DO MARANHAO","MARANHAO"
"SANTA QUITERIA","CEARA"
"SANTAREM NOVO","PARA"
"SANTAREM","PARA"
"SANTAREM","PARAIBA"
"SANTA RITA DE CALDAS","MINAS GERAIS"
"SANTA RITA DE CASSIA","BAHIA"
"SANTA RITA DE IBITIPOCA","MINAS GERAIS"
"SANTA RITA DE JACUTINGA","MINAS GERAIS"
"SANTA RITA DE MINAS","MINAS GERAIS"
"SANTA RITA DO ARAGUAIA","GOIAS"
"SANTA RITA D""OESTE","SAO PAULO"
"SANTA RITA DO ITUETO","MINAS GERAIS"
"SANTA RITA DO NOVO DESTINO","GOIAS"
"SANTA RITA DO PARDO","MATO GROSSO DO SUL"
"SANTA RITA DO PASSA QUATRO","SAO PAULO"
"SANTA RITA DO SAPUCAI","MINAS GERAIS"
"SANTA RITA DO TOCANTINS","TOCANTINS"
"SANTA RITA DO TRIVELATO","MATO GROSSO"
"SANTA RITA","MARANHAO"
"SANTA RITA","PARAIBA"
"SANTA ROSA DA SERRA","MINAS GERAIS"
"SANTA ROSA DE GOIAS","GOIAS"
"SANTA ROSA DE LIMA","SANTA CATARINA"
"SANTA ROSA DE LIMA","SERGIPE"
"SANTA ROSA DE VITERBO","SAO PAULO"
"SANTA ROSA DO PIAUI","PIAUI"
"SANTA ROSA DO PURUS","ACRE"
"SANTA ROSA DO SUL","SANTA CATARINA"
"SANTA ROSA DO TOCANTINS","TOCANTINS"
"SANTA ROSA","RIO GRANDE DO SUL"
"SANTA SALETE","SAO PAULO"
"SANTA TERESA","ESPIRITO SANTO"
"SANTA TERESINHA","BAHIA"
"SANTA TERESINHA","PARAIBA"
"SANTA TEREZA DE GOIAS","GOIAS"
"SANTA TEREZA DO OESTE","PARANA"
"SANTA TEREZA DO TOCANTINS","TOCANTINS"
"SANTA TEREZA","RIO GRANDE DO SUL"
"SANTA TEREZINHA DE GOIAS","GOIAS"
"SANTA TEREZINHA DE ITAIPU","PARANA"
"SANTA TEREZINHA DO PROGRESSO","SANTA CATARINA"
"SANTA TEREZINHA DO TOCANTINS","TOCANTINS"
"SANTA TEREZINHA","MATO GROSSO"
"SANTA TEREZINHA","PERNAMBUCO"
"SANTA TEREZINHA","SANTA CATARINA"
"SANTA VITORIA DO PALMAR","RIO GRANDE DO SUL"
"SANTA VITORIA","MINAS GERAIS"
"SANTIAGO DO SUL","SANTA CATARINA"
"SANTIAGO","RIO GRANDE DO SUL"
"SANTO AFONSO","MATO GROSSO"
"SANTO AMARO DA IMPERATRIZ","SANTA CATARINA"
"SANTO AMARO DAS BROTAS","SERGIPE"
"SANTO AMARO DO MARANHAO","MARANHAO"
"SANTO AMARO","BAHIA"
"SANTO ANASTACIO","SAO PAULO"
"SANTO ANDRE","PARAIBA"
"SANTO ANDRE","SAO PAULO"
"SANTO ANGELO","RIO GRANDE DO SUL"
"SANTO ANTONIO DA ALEGRIA","SAO PAULO"
"SANTO ANTONIO DA BARRA","GOIAS"
"SANTO ANTONIO DA PATRULHA","RIO GRANDE DO SUL"
"SANTO ANTONIO DA PLATINA","PARANA"
"SANTO ANTONIO DAS MISSOES","RIO GRANDE DO SUL"
"SANTO ANTONIO DE GOIAS","GOIAS"
"SANTO ANTONIO DE JESUS","BAHIA"
"SANTO ANTONIO DE LISBOA","PIAUI"
"SANTO ANTONIO DE PADUA","RIO DE JANEIRO"
"SANTO ANTONIO DE POSSE","SAO PAULO"
"SANTO ANTONIO DO AMPARO","MINAS GERAIS"
"SANTO ANTONIO DO ARACANGUA","SAO PAULO"
"SANTO ANTONIO DO AVENTUREIRO","MINAS GERAIS"
"SANTO ANTONIO DO CAIUA","PARANA"
"SANTO ANTONIO DO DESCOBERTO","GOIAS"
"SANTO ANTONIO DO GRAMA","MINAS GERAIS"
"SANTO ANTONIO DO ICA","AMAZONAS"
"SANTO ANTONIO DO ITAMBE","MINAS GERAIS"
"SANTO ANTONIO DO JACINTO","MINAS GERAIS"
"SANTO ANTONIO DO JARDIM","SAO PAULO"
"SANTO ANTONIO DO LESTE","MATO GROSSO"
"SANTO ANTONIO DO LEVERGER","MATO GROSSO"
"SANTO ANTONIO DO MONTE","MINAS GERAIS"
"SANTO ANTONIO DO PALMA","RIO GRANDE DO SUL"
"SANTO ANTONIO DO PARAISO","PARANA"
"SANTO ANTONIO DO PINHAL","SAO PAULO"
"SANTO ANTONIO DO PLANALTO","RIO GRANDE DO SUL"
"SANTO ANTONIO DO RETIRO","MINAS GERAIS"
"SANTO ANTONIO DO RIO ABAIXO","MINAS GERAIS"
"SANTO ANTONIO DOS LOPES","MARANHAO"
"SANTO ANTONIO DOS MILAGRES","PIAUI"
"SANTO ANTONIO DO SUDOESTE","PARANA"
"SANTO ANTONIO DO TAUA","PARA"
"SANTO ANTONIO","RIO GRANDE DO NORTE"
"SANTO AUGUSTO","RIO GRANDE DO SUL"
"SANTO CRISTO","RIO GRANDE DO SUL"
"SANTO ESTEVAO","BAHIA"
"SANTO EXPEDITO DO SUL","RIO GRANDE DO SUL"
"SANTO EXPEDITO","SAO PAULO"
"SANTO HIPOLITO","MINAS GERAIS"
"SANTO INACIO DO PIAUI","PIAUI"
"SANTO INACIO","PARANA"
"SANTOPOLIS DO AGUAPEI","SAO PAULO"
"SANTOS DUMONT","MINAS GERAIS"
"SANTOS","SAO PAULO"
"SAO BENEDITO DO RIO PRETO","MARANHAO"
"SAO BENEDITO DO SUL","PERNAMBUCO"
"SAO BENEDITO","CEARA"
"SAO BENTINHO","PARAIBA"
"SAO BENTO ABADE","MINAS GERAIS"
"SAO BENTO DO NORTE","RIO GRANDE DO NORTE"
"SAO BENTO DO SAPUCAI","SAO PAULO"
"SAO BENTO DO SUL","SANTA CATARINA"
"SAO BENTO DO TOCANTINS","TOCANTINS"
"SAO BENTO DO TRAIRI","RIO GRANDE DO NORTE"
"SAO BENTO DO UNA","PERNAMBUCO"
"SAO BENTO","MARANHAO"
"SAO BENTO","PARAIBA"
"SAO BERNARDINO","SANTA CATARINA"
"SAO BERNARDO DO CAMPO","SAO PAULO"
"SAO BERNARDO","MARANHAO"
"SAO BONIFACIO","SANTA CATARINA"
"SAO BORJA","RIO GRANDE DO SUL"
"SAO BRAS DO SUACUI","MINAS GERAIS"
"SAO BRAS","ALAGOAS"
"SAO BRAZ DO PIAUI","PIAUI"
"SAO CAETANO DE ODIVELAS","PARA"
"SAO CAETANO DO SUL","SAO PAULO"
"SAO CAITANO","PERNAMBUCO"
"SAO CARLOS DO IVAI","PARANA"
"SAO CARLOS","SANTA CATARINA"
"SAO CARLOS","SAO PAULO"
"SAO CRISTOVAO DO SUL","SANTA CATARINA"
"SAO CRISTOVAO","SERGIPE"
"SAO DESIDERIO","BAHIA"
"SAO DOMINGOS DAS DORES","MINAS GERAIS"
"SAO DOMINGOS DO ARAGUAIA","PARA"
"SAO DOMINGOS DO AZEITAO","MARANHAO"
"SAO DOMINGOS DO CAPIM","PARA"
"SAO DOMINGOS DO CARIRI","PARAIBA"
"SAO DOMINGOS DO MARANHAO","MARANHAO"
"SAO DOMINGOS DO NORTE","ESPIRITO SANTO"
"SAO DOMINGOS DO PRATA","MINAS GERAIS"
"SAO DOMINGOS DO SUL","RIO GRANDE DO SUL"
"SAO DOMINGOS","BAHIA"
"SAO DOMINGOS","GOIAS"
"SAO DOMINGOS","PARAIBA"
"SAO DOMINGOS","SANTA CATARINA"
"SAO DOMINGOS","SERGIPE"
"SAO FELIPE D""OESTE","RONDONIA"
"SAO FELIPE","BAHIA"
"SAO FELIX DE BALSAS","MARANHAO"
"SAO FELIX DE MINAS","MINAS GERAIS"
"SAO FELIX DO ARAGUAIA","MATO GROSSO"
"SAO FELIX DO CORIBE","BAHIA"
"SAO FELIX DO PIAUI","PIAUI"
"SAO FELIX DO TOCANTINS","TOCANTINS"
"SAO FELIX DO XINGU","PARA"
"SAO FELIX","BAHIA"
"SAO FERNANDO","RIO GRANDE DO NORTE"
"SAO FIDELIS","RIO DE JANEIRO"
"SAO FRANCISCO DE ASSIS DO PIAUI","PIAUI"
"SAO FRANCISCO DE ASSIS","RIO GRANDE DO SUL"
"SAO FRANCISCO DE GOIAS","GOIAS"
"SAO FRANCISCO DE ITABAPOANA","RIO DE JANEIRO"
"SAO FRANCISCO DE PAULA","MINAS GERAIS"
"SAO FRANCISCO DE PAULA","RIO GRANDE DO SUL"
"SAO FRANCISCO DE SALES","MINAS GERAIS"
"SAO FRANCISCO DO BREJAO","MARANHAO"
"SAO FRANCISCO DO CONDE","BAHIA"
"SAO FRANCISCO DO GLORIA","MINAS GERAIS"
"SAO FRANCISCO DO GUAPORE","RONDONIA"
"SAO FRANCISCO DO MARANHAO","MARANHAO"
"SAO FRANCISCO DO OESTE","RIO GRANDE DO NORTE"
"SAO FRANCISCO DO PARA","PARA"
"SAO FRANCISCO DO PIAUI","PIAUI"
"SAO FRANCISCO DO SUL","SANTA CATARINA"
"SAO FRANCISCO","MINAS GERAIS"
"SAO FRANCISCO","PARAIBA"
"SAO FRANCISCO","SAO PAULO"
"SAO FRANCISCO","SERGIPE"
"SAO GABRIEL DA CACHOEIRA","AMAZONAS"
"SAO GABRIEL DA PALHA","ESPIRITO SANTO"
"SAO GABRIEL DO OESTE","MATO GROSSO DO SUL"
"SAO GABRIEL","BAHIA"
"SAO GABRIEL","RIO GRANDE DO SUL"
"SAO GERALDO DA PIEDADE","MINAS GERAIS"
"SAO GERALDO DO ARAGUAIA","PARA"
"SAO GERALDO DO BAIXIO","MINAS GERAIS"
"SAO GERALDO","MINAS GERAIS"
"SAO GONCALO DO ABAETE","MINAS GERAIS"
"SAO GONCALO DO AMARANTE","CEARA"
"SAO GONCALO DO AMARANTE","RIO GRANDE DO NORTE"
"SAO GONCALO DO GURGUEIA","PIAUI"
"SAO GONCALO DO PARA","MINAS GERAIS"
"SAO GONCALO DO PIAUI","PIAUI"
"SAO GONCALO DO RIO ABAIXO","MINAS GERAIS"
"SAO GONCALO DO RIO PRETO","MINAS GERAIS"
"SAO GONCALO DO SAPUCAI","MINAS GERAIS"
"SAO GONCALO DOS CAMPOS","BAHIA"
"SAO GONCALO","RIO DE JANEIRO"
"SAO GOTARDO","MINAS GERAIS"
"SAO JERONIMO DA SERRA","PARANA"
"SAO JERONIMO","RIO GRANDE DO SUL"
"SAO JOAO BATISTA DO GLORIA","MINAS GERAIS"
"SAO JOAO BATISTA","MARANHAO"
"SAO JOAO BATISTA","SANTA CATARINA"
"SAO JOAO DA BALIZA","RORAIMA"
"SAO JOAO DA BARRA","RIO DE JANEIRO"
"SAO JOAO DA BOA VISTA","SAO PAULO"
"SAO JOAO DA CANABRAVA","PIAUI"
"SAO JOAO DA FRONTEIRA","PIAUI"
"SAO JOAO DA LAGOA","MINAS GERAIS"
"SAO JOAO D""ALIANCA","GOIAS"
"SAO JOAO DA MATA","MINAS GERAIS"
"SAO JOAO DA PARAUNA","GOIAS"
"SAO JOAO DA PONTA","PARA"
"SAO JOAO DA PONTE","MINAS GERAIS"
"SAO JOAO DAS DUAS PONTES","SAO PAULO"
"SAO JOAO DA SERRA","PIAUI"
"SAO JOAO DAS MISSOES","MINAS GERAIS"
"SAO JOAO DA URTIGA","RIO GRANDE DO SUL"
"SAO JOAO DA VARJOTA","PIAUI"
"SAO JOAO DE IRACEMA","SAO PAULO"
"SAO JOAO DEL REI","MINAS GERAIS"
"SAO JOAO DE MERITI","RIO DE JANEIRO"
"SAO JOAO DE PIRABAS","PARA"
"SAO JOAO DO ARAGUAIA","PARA"
"SAO JOAO DO ARRAIAL","PIAUI"
"SAO JOAO DO CAIUA","PARANA"
"SAO JOAO DO CARIRI","PARAIBA"
"SAO JOAO DO CARU","MARANHAO"
"SAO JOAO DO ITAPERIU","SANTA CATARINA"
"SAO JOAO DO IVAI","PARANA"
"SAO JOAO DO JAGUARIBE","CEARA"
"SAO JOAO DO MANHUACU","MINAS GERAIS"
"SAO JOAO DO MANTENINHA","MINAS GERAIS"
"SAO JOAO DO OESTE","SANTA CATARINA"
"SAO JOAO DO ORIENTE","MINAS GERAIS"
"SAO JOAO DO PACUI","MINAS GERAIS"
"SAO JOAO DO PARAISO","MARANHAO"
"SAO JOAO DO PARAISO","MINAS GERAIS"
"SAO JOAO DO PAU D""ALHO","SAO PAULO"
"SAO JOAO DO PIAUI","PIAUI"
"SAO JOAO DO POLESINE","RIO GRANDE DO SUL"
"SAO JOAO DO RIO DO PEIXE","PARAIBA"
"SAO JOAO DO SABUGI","RIO GRANDE DO NORTE"
"SAO JOAO DO SOTER","MARANHAO"
"SAO JOAO DOS PATOS","MARANHAO"
"SAO JOAO DO SUL","SANTA CATARINA"
"SAO JOAO DO TIGRE","PARAIBA"
"SAO JOAO DO TRIUNFO","PARANA"
"SAO JOAO EVANGELISTA","MINAS GERAIS"
"SAO JOAO NEPOMUCENO","MINAS GERAIS"
"SAO JOAO","PARANA"
"SAO JOAO","PERNAMBUCO"
"SAO JOAQUIM DA BARRA","SAO PAULO"
"SAO JOAQUIM DE BICAS","MINAS GERAIS"
"SAO JOAQUIM DO MONTE","PERNAMBUCO"
"SAO JOAQUIM","SANTA CATARINA"
"SAO JORGE D""OESTE","PARANA"
"SAO JORGE DO IVAI","PARANA"
"SAO JORGE DO PATROCINIO","PARANA"
"SAO JORGE","RIO GRANDE DO SUL"
"SAO JOSE DA BARRA","MINAS GERAIS"
"SAO JOSE DA BELA VISTA","SAO PAULO"
"SAO JOSE DA BOA VISTA","PARANA"
"SAO JOSE DA COROA GRANDE","PERNAMBUCO"
"SAO JOSE DA LAGOA TAPADA","PARAIBA"
"SAO JOSE DA LAJE","ALAGOAS"
